0.788|0|4|2|14
0|1|2|3|14
3.701|0|2|3|14
68.451|0|4|3|14
54.751|1|4|3|14
0|1|0|4|14
3.216|0|0|4|14
0|1|0|5|14
3.216|0|0|5|14
68.451|0|1|5|14
20.577|1|1|5|14
0.161|0|3|5|14
0|1|3|5|14
0|1|1|6|14
3.216|0|1|6|14
68.451|0|12|6|14
35.943|1|12|6|14
0|1|2|6|14
3.216|0|2|6|14
68.451|0|3|6|14
39.574|1|3|6|14
0|1|4|6|14
3.216|0|4|6|14
0|1|5|6|14
0.788|0|5|6|14
0|1|6|6|14
3.216|0|6|6|14
0|1|7|6|14
0.355|0|7|6|14
11.721|0|9|6|14
22.684|1|9|6|14
0|1|2|7|14
0.788|0|2|7|14
11.721|0|3|7|14
31.534|1|3|7|14
0|1|4|7|14
3.216|0|4|7|14
0|1|0|8|14
3.216|0|0|8|14
0.161|0|2|8|14
0|1|2|8|14
68.451|0|3|8|14
66.191|1|3|8|14
68.451|0|0|9|14
45.644|1|0|9|14
0|1|1|9|14
3.216|0|1|9|14
68.451|0|11|9|14
28.531|1|11|9|14
11.721|0|12|9|14
25.541|1|12|9|14
0|1|2|9|14
3.216|0|2|9|14
11.721|0|3|9|14
22.352|1|3|9|14
11.721|0|4|9|14
27.604|1|4|9|14
0|1|5|9|14
3.701|0|5|9|14
0|1|6|9|14
0.355|0|6|9|14
0|1|9|9|14
3.216|0|9|9|14
0|1|10|0|15
0.355|0|10|0|15
0.161|0|11|0|15
0|1|11|0|15
0|1|12|0|15
3.216|0|12|0|15
0|1|13|0|15
3.701|0|13|0|15
0.161|0|2|0|15
0|1|2|0|15
0|1|4|0|15
3.216|0|4|0|15
68.451|0|7|0|15
58.157|1|7|0|15
0|1|8|0|15
3.216|0|8|0|15
0|1|9|0|15
0.788|0|9|0|15
0|1|0|1|15
3.216|0|0|1|15
0|1|3|1|15
0.355|0|3|1|15
0|1|13|2|15
3.216|0|13|2|15
0|1|4|2|15
3.701|0|4|2|15
0|1|6|2|15
3.701|0|6|2|15
0|1|8|2|15
3.216|0|8|2|15
0|1|0|3|15
0.355|0|0|3|15
0.161|0|2|3|15
0|1|2|3|15
68.451|0|3|3|15
47.298|1|3|3|15
0|1|4|3|15
3.216|0|4|3|15
0|1|5|3|15
0.355|0|5|3|15
0|1|6|3|15
0.788|0|6|3|15
0|1|11|0|16
3.701|0|11|0|16
0|1|12|0|16
0.788|0|12|0|16
68.451|0|13|0|16
60.941|1|13|0|16
0|1|6|0|16
3.216|0|6|0|16
68.451|0|7|0|16
31.723|1|7|0|16
0|1|9|0|16
0.355|0|9|0|16
0|1|0|1|16
0.788|0|0|1|16
0.161|0|1|1|16
0|1|1|1|16
0|1|3|1|16
0.788|0|3|1|16
0|1|4|1|16
3.216|0|4|1|16
0|1|9|1|16
3.701|0|9|1|16
0|1|0|10|16
3.701|0|0|10|16
11.721|0|2|10|16
27.692|1|2|10|16
0|1|6|10|16
3.216|0|6|10|16
68.451|0|8|10|16
56.716|1|8|10|16
68.451|0|9|10|16
60.001|1|9|10|16
0|1|0|2|16
0.788|0|0|2|16
0|1|1|2|16
3.216|0|1|2|16
0|1|2|2|16
3.216|0|2|2|16
0|1|3|2|16
3.216|0|3|2|16
68.451|0|0|3|16
36.315|1|0|3|16
0|1|0|4|16
0.788|0|0|4|16
0|1|2|4|16
0.355|0|2|4|16
0.161|0|4|4|16
0|1|4|4|16
0|1|5|4|16
3.216|0|5|4|16
0|1|6|4|16
3.216|0|6|4|16
0|1|0|5|16
0.355|0|0|5|16
11.721|0|1|5|16
41.177|1|1|5|16
0|1|3|5|16
3.216|0|3|5|16
0|1|4|5|16
3.701|0|4|5|16
0|1|6|5|16
3.701|0|6|5|16
0|1|0|6|16
3.216|0|0|6|16
0|1|1|6|16
0.355|0|1|6|16
0|1|2|6|16
3.701|0|2|6|16
68.451|0|3|6|16
22.513|1|3|6|16
0|1|0|7|16
3.701|0|0|7|16
0|1|1|7|16
3.216|0|1|7|16
68.451|0|2|7|16
18.362|1|2|7|16
11.721|0|3|7|16
21.495|1|3|7|16
0.161|0|0|8|16
0|1|0|8|16
0|1|11|8|16
0.355|0|11|8|16
0|1|12|8|16
3.216|0|12|8|16
0|1|13|8|16
3.216|0|13|8|16
0|1|2|8|16
3.216|0|2|8|16
0.161|0|6|8|16
0|1|6|8|16
0|1|7|8|16
0.355|0|7|8|16
0|1|8|8|16
3.701|0|8|8|16
0|1|9|8|16
3.216|0|9|8|16
11.721|0|2|9|16
11.868|1|2|9|16
0|1|3|9|16
0.355|0|3|9|16
0|1|4|9|16
3.216|0|4|9|16
0|1|5|9|16
0.788|0|5|9|16
0|1|0|0|17
0.788|0|0|0|17
0|1|1|0|17
0.788|0|1|0|17
0|1|4|0|17
3.216|0|4|0|17
68.451|0|0|1|17
36.341|1|0|1|17
11.721|0|3|1|17
11.497|1|3|1|17
0|1|6|1|17
3.701|0|6|1|17
0|1|7|1|17
3.216|0|7|1|17
0|1|8|1|17
0.355|0|8|1|17
0|1|0|2|17
0.355|0|0|2|17
0|1|1|2|17
0.355|0|1|2|17
0|1|1|3|17
0.355|0|1|3|17
0|1|1|0|18
3.216|0|1|0|18
11.721|0|4|0|18
8.333|1|4|0|18
0|1|0|1|18
0.788|0|0|1|18
0|1|2|1|18
3.216|0|2|1|18
68.451|0|3|1|18
58.055|1|3|1|18
68.451|0|0|2|18
33.808|1|0|2|18
0|1|1|2|18
0.788|0|1|2|18
0|1|2|2|18
3.216|0|2|2|18
0|1|4|2|18
0.355|0|4|2|18
11.721|0|5|2|18
7.296|1|5|2|18
0|1|2|3|18
3.701|0|2|3|18
0|1|3|3|18
3.701|0|3|3|18
68.451|0|5|3|18
26.976|1|5|3|18
0|1|6|3|18
0.355|0|6|3|18
11.721|0|8|3|18
10.863|1|8|3|18
0|1|9|3|18
0.788|0|9|3|18
68.451|0|2|4|18
42.939|1|2|4|18
11.721|0|3|4|18
26.336|1|3|4|18
0|1|7|4|18
3.216|0|7|4|18
0|1|0|0|19
3.216|0|0|0|19
0|1|1|0|19
0.355|0|1|0|19
0.161|0|2|0|19
0|1|2|0|19
0|1|3|0|19
3.216|0|3|0|19
0|1|4|0|19
3.216|0|4|0|19
0|1|5|0|19
3.701|0|5|0|19
0|1|6|0|19
0.788|0|6|0|19
0|1|0|0|2
0.788|0|0|0|2
0|1|12|0|2
0.355|0|12|0|2
11.721|0|13|0|2
21.78|1|13|0|2
0.161|0|2|0|2
0|1|2|0|2
0|1|3|0|2
3.216|0|3|0|2
0|1|4|0|2
3.216|0|4|0|2
0|1|5|0|2
3.701|0|5|0|2
0.161|0|7|0|2
0|1|7|0|2
0|1|8|0|2
0.355|0|8|0|2
11.721|0|1|1|2
25.215|1|1|1|2
68.451|0|0|2|2
49.051|1|0|2|2
0|1|1|2|2
3.216|0|1|2|2
0.161|0|2|2|2
0|1|2|2|2
0|1|6|2|2
3.216|0|6|2|2
68.451|0|7|2|2
33.269|1|7|2|2
0|1|8|2|2
3.216|0|8|2|2
0|1|0|3|2
0.355|0|0|3|2
68.451|0|1|3|2
19.841|1|1|3|2
0|1|3|3|2
3.216|0|3|3|2
0|1|5|3|2
3.216|0|5|3|2
0|1|6|3|2
0.788|0|6|3|2
0|1|8|3|2
3.216|0|8|3|2
0|1|9|3|2
0.788|0|9|3|2
0.161|0|0|4|2
0|1|0|4|2
68.451|0|1|4|2
63.968|1|1|4|2
0|1|2|4|2
3.216|0|2|4|2
0|1|4|4|2
3.701|0|4|4|2
0|1|1|5|2
3.216|0|1|5|2
0|1|2|5|2
0.355|0|2|5|2
11.721|0|4|5|2
23.814|1|4|5|2
0|1|5|5|2
0.355|0|5|5|2
0|1|6|5|2
0.788|0|6|5|2
0.161|0|0|0|20
0|1|0|0|20
0|1|1|0|20
0.788|0|1|0|20
0|1|4|0|20
0.788|0|4|0|20
0.161|0|0|1|20
0|1|0|1|20
0|1|1|1|20
0.788|0|1|1|20
11.721|0|2|1|20
7.137|1|2|1|20
68.451|0|3|1|20
23.74|1|3|1|20
0|1|5|1|20
0.788|0|5|1|20
0|1|0|2|20
3.216|0|0|2|20
0|1|2|2|20
3.216|0|2|2|20
0|1|4|2|20
0.788|0|4|2|20
0|1|5|2|20
0.788|0|5|2|20
0|1|6|2|20
3.216|0|6|2|20
0|1|0|3|20
0.355|0|0|3|20
0|1|1|3|20
3.216|0|1|3|20
68.451|0|10|4|20
23.183|1|10|4|20
0.161|0|5|4|20
0|1|5|4|20
0|1|8|4|20
0.788|0|8|4|20
0|1|0|5|20
3.216|0|0|5|20
0|1|2|5|20
0.788|0|2|5|20
0|1|3|5|20
3.701|0|3|5|20
68.451|0|6|5|20
130.68|1|6|5|20
0|1|7|5|20
0.788|0|7|5|20
0|1|0|6|20
0.355|0|0|6|20
68.451|0|1|6|20
62.634|1|1|6|20
0|1|3|6|20
3.216|0|3|6|20
68.451|0|4|6|20
71.85|1|4|6|20
0.161|0|5|6|20
0|1|5|6|20
68.451|0|6|6|20
30.992|1|6|6|20
0|1|0|7|20
0.788|0|0|7|20
0|1|2|7|20
3.701|0|2|7|20
68.451|0|3|7|20
29.478|1|3|7|20
0|1|5|7|20
3.216|0|5|7|20
0.161|0|6|7|20
0|1|6|7|20
0|1|7|7|20
3.216|0|7|7|20
0|1|8|7|20
0.788|0|8|7|20
0|1|0|0|21
0.355|0|0|0|21
68.451|0|1|0|21
18.704|1|1|0|21
68.451|0|2|0|21
28.767|1|2|0|21
0|1|3|0|21
0.355|0|3|0|21
0|1|0|1|21
3.216|0|0|1|21
0|1|1|1|21
3.701|0|1|1|21
0.161|0|0|10|21
0|1|0|10|21
0|1|1|10|21
3.216|0|1|10|21
11.721|0|10|10|21
6.882|1|10|10|21
0|1|11|10|21
3.216|0|11|10|21
0|1|12|10|21
3.216|0|12|10|21
0|1|3|10|21
3.216|0|3|10|21
68.451|0|4|10|21
31.036|1|4|10|21
0|1|5|10|21
3.701|0|5|10|21
0.161|0|7|10|21
0|1|7|10|21
11.721|0|8|10|21
29.767|1|8|10|21
11.721|0|9|10|21
17.63|1|9|10|21
0|1|3|11|21
3.216|0|3|11|21
0|1|5|11|21
3.701|0|5|11|21
0|1|6|11|21
0.355|0|6|11|21
0|1|7|11|21
0.788|0|7|11|21
0|1|2|12|21
0.355|0|2|12|21
0|1|4|12|21
0.355|0|4|12|21
11.721|0|6|12|21
8.308|1|6|12|21
0|1|7|12|21
0.355|0|7|12|21
11.721|0|10|13|21
17.613|1|10|13|21
0|1|12|13|21
3.701|0|12|13|21
0|1|4|13|21
0.355|0|4|13|21
0|1|5|13|21
3.701|0|5|13|21
0.161|0|8|13|21
0|1|8|13|21
0|1|9|13|21
3.216|0|9|13|21
0|1|4|2|21
3.216|0|4|2|21
11.721|0|11|3|21
17.384|1|11|3|21
0.161|0|2|3|21
0|1|2|3|21
11.721|0|3|3|21
20.616|1|3|3|21
0|1|4|3|21
3.216|0|4|3|21
68.451|0|7|3|21
26.793|1|7|3|21
0|1|9|3|21
3.216|0|9|3|21
68.451|0|1|4|21
49.795|1|1|4|21
0.161|0|10|4|21
0|1|10|4|21
0.161|0|11|4|21
0|1|11|4|21
0.161|0|2|4|21
0|1|2|4|21
0|1|4|4|21
0.788|0|4|4|21
0|1|8|4|21
0.355|0|8|4|21
68.451|0|9|4|21
33.184|1|9|4|21
0|1|0|5|21
3.216|0|0|5|21
0|1|2|5|21
0.788|0|2|5|21
0.161|0|3|5|21
0|1|3|5|21
68.451|0|12|6|21
64.338|1|12|6|21
68.451|0|13|6|21
63.038|1|13|6|21
0.161|0|2|6|21
0|1|2|6|21
11.721|0|3|6|21
18.023|1|3|6|21
0|1|4|6|21
0.788|0|4|6|21
68.451|0|5|6|21
31.731|1|5|6|21
0|1|7|6|21
3.216|0|7|6|21
11.721|0|8|6|21
34.752|1|8|6|21
11.721|0|9|6|21
9.764|1|9|6|21
0.161|0|4|7|21
0|1|4|7|21
68.451|0|0|8|21
52.832|1|0|8|21
0|1|10|8|21
0.788|0|10|8|21
0|1|11|8|21
0.788|0|11|8|21
0.161|0|5|8|21
0|1|5|8|21
0|1|6|8|21
0.788|0|6|8|21
0|1|9|8|21
0.788|0|9|8|21
11.721|0|0|9|21
14.121|1|0|9|21
0|1|1|9|21
3.216|0|1|9|21
0|1|10|9|21
3.216|0|10|9|21
0|1|12|9|21
3.216|0|12|9|21
0|1|2|9|21
3.701|0|2|9|21
0|1|3|9|21
3.216|0|3|9|21
68.451|0|4|9|21
47.953|1|4|9|21
0|1|5|9|21
0.355|0|5|9|21
0|1|7|9|21
0.788|0|7|9|21
11.721|0|8|9|21
6.203|1|8|9|21
0|1|0|0|22
0.788|0|0|0|22
68.451|0|2|0|22
36.26|1|2|0|22
0|1|3|0|22
3.701|0|3|0|22
11.721|0|5|0|22
13.446|1|5|0|22
0|1|6|0|22
0.788|0|6|0|22
0|1|0|1|22
3.701|0|0|1|22
0|1|1|1|22
0.355|0|1|1|22
0|1|2|1|22
3.701|0|2|1|22
0|1|1|2|22
0.355|0|1|2|22
0|1|11|2|22
0.788|0|11|2|22
0|1|12|2|22
0.355|0|12|2|22
68.451|0|13|2|22
50.191|1|13|2|22
11.721|0|4|2|22
9.416|1|4|2|22
0|1|5|2|22
0.788|0|5|2|22
11.721|0|6|2|22
21.027|1|6|2|22
0|1|8|2|22
0.788|0|8|2|22
0|1|9|2|22
3.701|0|9|2|22
68.451|0|0|3|22
17.573|1|0|3|22
0.161|0|2|3|22
0|1|2|3|22
68.451|0|3|3|22
22.265|1|3|3|22
0|1|6|3|22
3.701|0|6|3|22
0|1|0|0|23
0.355|0|0|0|23
0|1|1|0|23
0.788|0|1|0|23
0|1|2|0|23
3.701|0|2|0|23
0|1|3|0|23
0.355|0|3|0|23
0|1|0|1|23
0.788|0|0|1|23
11.721|0|1|1|23
12.481|1|1|1|23
0|1|3|1|23
3.216|0|3|1|23
0.161|0|4|1|23
0|1|4|1|23
0|1|0|3|23
3.216|0|0|3|23
0|1|1|3|23
0.788|0|1|3|23
0|1|5|3|23
3.216|0|5|3|23
0|1|6|3|23
0.788|0|6|3|23
68.451|0|11|0|24
62.02|1|11|0|24
0|1|3|0|24
3.216|0|3|0|24
11.721|0|4|0|24
6.607|1|4|0|24
0|1|5|0|24
3.216|0|5|0|24
0|1|7|0|24
0.355|0|7|0|24
68.451|0|8|0|24
25.668|1|8|0|24
11.721|0|9|0|24
12.22|1|9|0|24
0|1|1|1|24
3.216|0|1|1|24
0|1|0|2|24
0.788|0|0|2|24
0|1|1|3|24
3.216|0|1|3|24
11.721|0|3|3|24
13.342|1|3|3|24
68.451|0|5|3|24
42.869|1|5|3|24
0|1|7|3|24
3.216|0|7|3|24
0|1|0|4|24
3.701|0|0|4|24
68.451|0|1|4|24
28.79|1|1|4|24
0|1|3|4|24
0.788|0|3|4|24
0.161|0|2|5|24
0|1|2|5|24
0.161|0|0|6|24
0|1|0|6|24
68.451|0|1|6|24
38.002|1|1|6|24
68.451|0|2|6|24
34.189|1|2|6|24
0|1|4|6|24
0.788|0|4|6|24
0|1|0|7|24
3.216|0|0|7|24
68.451|0|1|7|24
43.195|1|1|7|24
0|1|4|7|24
3.216|0|4|7|24
0|1|5|7|24
3.216|0|5|7|24
0|1|1|0|25
3.701|0|1|0|25
0|1|2|0|25
3.701|0|2|0|25
0|1|3|0|25
3.216|0|3|0|25
0|1|4|0|25
3.216|0|4|0|25
68.451|0|7|0|25
37.417|1|7|0|25
0|1|0|1|25
3.216|0|0|1|25
0|1|1|1|25
0.355|0|1|1|25
0|1|10|1|25
3.216|0|10|1|25
0|1|11|1|25
3.216|0|11|1|25
0|1|3|1|25
3.216|0|3|1|25
0|1|4|1|25
0.788|0|4|1|25
0|1|2|2|25
3.216|0|2|2|25
0|1|3|2|25
3.216|0|3|2|25
0|1|4|2|25
0.355|0|4|2|25
0|1|3|3|25
3.216|0|3|3|25
0.161|0|4|3|25
0|1|4|3|25
0|1|5|3|25
3.216|0|5|3|25
0.161|0|3|4|25
0|1|3|4|25
68.451|0|5|4|25
37.69|1|5|4|25
0|1|8|4|25
3.216|0|8|4|25
11.721|0|0|5|25
8.346|1|0|5|25
0|1|1|5|25
3.216|0|1|5|25
0.161|0|0|0|26
0|1|0|0|26
0|1|1|0|26
3.216|0|1|0|26
0|1|3|0|26
3.216|0|3|0|26
0|1|0|1|26
0.355|0|0|1|26
0.161|0|1|2|26
0|1|1|2|26
0|1|5|2|26
3.216|0|5|2|26
11.721|0|6|2|26
6.304|1|6|2|26
0|1|0|3|26
3.216|0|0|3|26
0|1|2|3|26
0.788|0|2|3|26
11.721|0|3|3|26
12.735|1|3|3|26
0|1|4|3|26
0.355|0|4|3|26
0|1|8|3|26
0.355|0|8|3|26
0|1|9|3|26
0.355|0|9|3|26
0|1|0|4|26
0.788|0|0|4|26
0|1|10|4|26
3.701|0|10|4|26
68.451|0|11|4|26
28.139|1|11|4|26
68.451|0|12|4|26
105.139|1|12|4|26
0.161|0|2|4|26
0|1|2|4|26
0|1|3|4|26
0.355|0|3|4|26
0.161|0|4|4|26
0|1|4|4|26
0|1|5|4|26
0.788|0|5|4|26
0|1|6|4|26
3.216|0|6|4|26
11.721|0|7|4|26
15.82|1|7|4|26
0|1|8|4|26
0.788|0|8|4|26
0|1|0|5|26
3.216|0|0|5|26
0.161|0|1|5|26
0|1|1|5|26
0|1|3|5|26
3.216|0|3|5|26
0|1|4|5|26
3.701|0|4|5|26
0|1|5|5|26
0.355|0|5|5|26
0|1|6|5|26
0.788|0|6|5|26
68.451|0|7|5|26
36.591|1|7|5|26
0.161|0|1|0|27
0|1|1|0|27
0|1|2|0|27
3.216|0|2|0|27
11.721|0|1|1|27
20.414|1|1|1|27
0.161|0|2|1|27
0|1|2|1|27
68.451|0|4|1|27
48.867|1|4|1|27
0.161|0|5|1|27
0|1|5|1|27
0|1|0|2|27
0.788|0|0|2|27
0.161|0|2|2|27
0|1|2|2|27
11.721|0|0|3|27
12.885|1|0|3|27
0|1|2|3|27
3.216|0|2|3|27
0|1|0|4|27
3.216|0|0|4|27
0|1|1|4|27
0.788|0|1|4|27
0.161|0|2|4|27
0|1|2|4|27
0|1|3|4|27
0.788|0|3|4|27
0|1|0|5|27
0.788|0|0|5|27
0|1|1|5|27
0.788|0|1|5|27
0.161|0|3|5|27
0|1|3|5|27
0|1|4|5|27
3.216|0|4|5|27
0|1|6|5|27
3.216|0|6|5|27
0|1|7|5|27
0.788|0|7|5|27
0|1|8|5|27
0.355|0|8|5|27
0|1|9|5|27
3.701|0|9|5|27
0|1|0|6|27
0.355|0|0|6|27
0|1|1|6|27
3.701|0|1|6|27
0|1|2|6|27
3.216|0|2|6|27
0|1|3|6|27
0.355|0|3|6|27
0.161|0|4|6|27
0|1|4|6|27
0|1|5|6|27
0.355|0|5|6|27
0|1|6|6|27
3.216|0|6|6|27
0|1|0|7|27
0.788|0|0|7|27
68.451|0|1|7|27
34.748|1|1|7|27
0|1|2|7|27
3.216|0|2|7|27
0|1|3|7|27
0.788|0|3|7|27
11.721|0|4|7|27
16|1|4|7|27
0|1|5|7|27
3.216|0|5|7|27
0.161|0|0|8|27
0|1|0|8|27
0|1|1|8|27
0.355|0|1|8|27
0|1|3|8|27
3.216|0|3|8|27
0|1|1|9|27
3.216|0|1|9|27
0|1|2|9|27
3.216|0|2|9|27
0|1|6|9|27
3.701|0|6|9|27
11.721|0|0|0|28
18.453|1|0|0|28
0|1|10|0|28
3.216|0|10|0|28
0|1|2|0|28
3.701|0|2|0|28
0|1|3|0|28
0.355|0|3|0|28
0|1|5|0|28
3.701|0|5|0|28
0|1|8|0|28
3.216|0|8|0|28
0|1|9|0|28
0.355|0|9|0|28
0|1|0|1|28
0.788|0|0|1|28
0|1|1|1|28
3.216|0|1|1|28
0|1|2|1|28
3.701|0|2|1|28
0.161|0|4|1|28
0|1|4|1|28
0|1|5|1|28
3.216|0|5|1|28
0|1|6|1|28
0.788|0|6|1|28
0|1|7|1|28
3.216|0|7|1|28
11.721|0|2|10|28
9.326|1|2|10|28
0|1|3|10|28
0.788|0|3|10|28
0|1|4|10|28
3.216|0|4|10|28
0|1|0|11|28
3.216|0|0|11|28
0|1|3|11|28
3.216|0|3|11|28
11.721|0|0|12|28
8.094|1|0|12|28
68.451|0|2|12|28
25.668|1|2|12|28
